FREQUENCY,BCODE,waterway,name
35,IRWD,river,N'mai tributary
5,IRWD,river,Naga Chaung
44,IRWD,river,Nam Hkai
19,IRWD,river,Nam Hkao
1,IRWD,river,Nam Hkong
7,IRWD,river,Nam Hsi Haw Chaung
1,IRWD,river,Nam Koal
1,IRWD,river,Nam Man Pat
7,IRWD,river,Nam Maw
2,IRWD,river,Nam Myit Chaung
6,IRWD,river,Nam Pan Se Chaung or Gok Twin Chaung
12,IRWD,river,Nam Panga
12,IRWD,river,Nam Paw
38,IRWD,river,Nam Taik
42,IRWD,river,Nam Tamai
18,IRWD,river,Nam Tu
1,IRWD,river,Nam Ya
36,IRWD,river,Nam Yak
22,IRWD,river,Nam Yao
1,IRWD,river,Nam Yi
15,IRWD,river,Namkawng Chaung
4,IRWD,river,Nampaung stream
25,IRWD,river,Namtu River
6,IRWD,river,NamYaung Hka
1,IRWD,river,Nan Ka Tha Chaung
6,IRWD,river,Nan Ma Chaung
8,IRWD,river,Nan Maw Chaung
9,IRWD,river,Nan Pa Chaung
12,IRWD,river,Nan Ton Tun
2,IRWD,river,Naneka Chaung
28,IRWD,river,Nantaleik Chaung
3,IRWD,river,Nat-Inn-Chaung
1,IRWD,river,Nawng Jai Hka
4,IRWD,river,Nawng Yang Hka
2,IRWD,river,Nga Lang Hka
6,IRWD,river,Ngaw Chaing Hka
1,IRWD,river,On Ta Zu Chaung
8,IRWD,river,Pa Yan Pa Ga
5,IRWD,river,Paung Aw Chaung
1,IRWD,river,Phil Lui
19,IRWD,river,Ponn stream
5,IRWD,river,Pya Malaw River
1,IRWD,river,river east
7,IRWD,river,river5
1,IRWD,river,Sa Don Chaung
3,IRWD,river,Sa Lak Hka
10,IRWD,river,Sa Nip Hka
28,IRWD,river,Sak Se Hka
2,IRWD,river,Seik Htein Chaung
2,IRWD,river,Shin Chaung
2,IRWD,river,Shwe Chaung
25,IRWD,river,Sin Kan Chaung
2,IRWD,river,Son Chaung
9,IRWD,river,ST12
9,IRWD,river,ST15
43,IRWD,river,ST5
1,IRWD,river,ST8
1,IRWD,river,Stream
25,IRWD,river,Ta Ron Hka
113,IRWD,river,Ta Rung Hka
33,IRWD,river,Ta Zu Wang
9,IRWD,river,Taga Hka
12,IRWD,river,Tai Yong Yu
9,IRWD,river,Takyem Hka
10,IRWD,river,Tanai Hka
14,IRWD,river,tanaing river
7,IRWD,river,Taret River
2,IRWD,river,Tinzin River
17,IRWD,river,Tisawang Yü
1,IRWD,river,Tiwan Lam River
69,IRWD,river,Tizu River
11,IRWD,river,Tsiwang Yü
1,IRWD,river,Tsutha
1,IRWD,river,Tuileng Dung
4,IRWD,river,Tuisa Dung
2,IRWD,river,Ye Ta Gun Chaung
11,IRWD,river,Ye Wa Chaung
3,IRWD,river,Yin Ye Chaung
4,IRWD,river,Yinn Chaung
41,IRWD,river,Yu River
52,IRWD,river,ကျွန်းပြဿာဒ်မြစ်
6,IRWD,river,ကျိန်ခရမ် (Kyingkhran)
34,IRWD,river,ကျောချောင်း
405,IRWD,river,ချင်းတွင်းမြစ်
3,IRWD,river,ချစ်ချောင်း
14,IRWD,river,ချေချောင်း
8,IRWD,river,ချောင်းမကြီးချောင်း
2,IRWD,river,ချောင်းရှည်ချောင်း
8,IRWD,river,ချောင်းသာချောင်း
43,IRWD,river,စလင်းချောင်း
2,IRWD,river,ဆင်တဲဝ
5,IRWD,river,ဆင်တဲဝချောင်း
2,IRWD,river,ဆဒုံချောင်း
8,IRWD,river,ဆားပွက်ချောင်း
5,IRWD,river,ဆောချောင်း
36,IRWD,river,ဇော်ဂျီမြစ်
37,IRWD,river,တာပိန်မြစ်
29,IRWD,river,တာပိန်မြစ် / 太平江
4,IRWD,river,ဒေါင်းနေချောင်း
3,IRWD,river,နမ့်စလပ်ချောင်း
28,IRWD,river,နမ့်မိတ်ချောင်း
2,IRWD,river,နမ္မတီးချောင်း
6,IRWD,river,ပင်းချောင်း
1,IRWD,river,ပန်းရံတော်ချောင်း
4,IRWD,river,ပန်းလောင်မြစ်
21,IRWD,river,ပုထိုးလုံးချောင်း
15,IRWD,river,ဗွက်ကြီးချောင်း
95,IRWD,river,မင်းတုန်းချောင်း
20,IRWD,river,မန်းချောင်း (နမ္မဒါမြစ်)
16,IRWD,river,မမြချောင်း
6,IRWD,river,မမောချောင်း
149,IRWD,river,မြစ်ငယ်
20,IRWD,river,မြစ်သာမြစ်
4,IRWD,river,မြေနုချောင်း
4,IRWD,river,မှန်ချောင်း
1,IRWD,river,မာန်အောင်ချောင်း
49,IRWD,river,မိုးကောင်းချောင်း
49,IRWD,river,မူးမြစ်
178,IRWD,river,မေခမြစ်
79,IRWD,river,မဲဇာချောင်း
30,IRWD,river,ယင်းချောင်း
13,IRWD,river,ယမားချောင်း
1,IRWD,river,ယမား‌ချောင်း
59,IRWD,river,ယောချောင်း
7,IRWD,river,ရန်ပယ်ချောင်း
1,IRWD,river,ရွှေချောင်း
179,IRWD,river,ရွှေလီမြစ်
9,IRWD,river,ရှင်ဗွေယန်ချောင်း
1,IRWD,river,ရေနီချောင်း
7,IRWD,river,လင်ဗန်းချောင်း
3,IRWD,river,သရူးချောင်း
1,IRWD,river,သဲနက်ချောင်း
4,IRWD,river,အင်းတော်ချောင်း
115,IRWD,river,ဦးယူး မြစ်
58,IRWD,river,ဧ​ရာဝတီမြစ်
113,IRWD,river,ဧရာဝတီ
117,IRWD,river,ဧရာဝတီမြစ်
7,IRWD,river,克劳洛河
48,IRWD,river,克劳龙河
4,IRWD,river,克劳龙河支流6
2,IRWD,river,克劳龙河支流9
4,IRWD,river,南代河
39,IRWD,river,南碗河
45,IRWD,river,南碗河/ၼမ်ႉဝၼ်း
2,IRWD,river,南管河
11,IRWD,river,吉台河
7,IRWD,river,吉台河1
74,IRWD,river,太平江
18,IRWD,river,日东河
5,IRWD,river,日东河1
6,IRWD,river,日东河2
2,IRWD,river,梅雪
61,IRWD,river,独龙江
20,IRWD,river,独龙江南支1
10,IRWD,river,独龙江支流6
20,IRWD,river,独龙江支流7
29,IRWD,river,瑞丽江
18,IRWD,river,瑞丽江 / ရွှေလီမြစ်
3,IRWD,river,甲若
21,IRWD,river,畹町河
3,IRWD,river,目若曲
2,IRWD,river,竹下马河
1,IRWD,river,腾越河
13,IRWD,river,西沙河
9,IRWD,river,陇川江
12,IRWD,river,麻必洛
154,IRWD,river,龙川江
870,IRWD,stream, 
5,IRWD,stream,a4
2,IRWD,stream,a4a
3,IRWD,stream,a5
14,IRWD,stream,b
1,IRWD,stream,c03
3,IRWD,stream,Chaung Lang Ho
26,IRWD,stream,Chi Pwi Hka
9,IRWD,stream,Dat Taw Chaung
8,IRWD,stream,Daungmyu Creek
5,IRWD,stream,Deg Ling Wang
2,IRWD,stream,Di Vi Hka
1,IRWD,stream,Dimpong Haithu
3,IRWD,stream,Hansha Dagou
2,IRWD,stream,Katoe
1,IRWD,stream,Kha Bin Chaung
4,IRWD,stream,Khunou Khong
1,IRWD,stream,kula 2
14,IRWD,stream,La Waing (La Wang)
1,IRWD,stream,Lung Va
7,IRWD,stream,Maw Kyaung (Ma Kyaung)
7,IRWD,stream,Muk Hkaung Kyaung
3,IRWD,stream,Mutike
3,IRWD,stream,N'mai
1,IRWD,stream,Nam La
1,IRWD,stream,Namsapa Chaung
1,IRWD,stream,Nankayon Chaung
10,IRWD,stream,Nat-Inn-Chaung
4,IRWD,stream,Nyaw Myaw Hka
1,IRWD,stream,Padan Stream
3,IRWD,stream,Rii Kyaw Kyaung
16,IRWD,stream,Salaw Wang
1,IRWD,stream,Singan
1,IRWD,stream,Ta Mawn Hka
2,IRWD,stream,Takyem Hka
4,IRWD,stream,The Byu Chaung
1,IRWD,stream,Ting Kawk Hka
4,IRWD,stream,Tizu River
1,IRWD,stream,Tuilam
1,IRWD,stream,Tuisang
2,IRWD,stream,Wallah River
1,IRWD,stream,War Kyun Dwin Stream
2,IRWD,stream,Yangdung Lui
1,IRWD,stream,Yeosin Creek
1,IRWD,stream,Yin Ye Chaung
2,IRWD,stream,ချောင်းမကြီးချောင်း
2,IRWD,stream,ဂွေးပင်ချောင်း
1,IRWD,stream,တမာအိုင့်ချောင်း
1,IRWD,stream,နတ်လဲတော်ချောင်း
20,IRWD,stream,နန့်ရင်းချောင်း
2,IRWD,stream,ပဇီကလေးချောင်း
1,IRWD,stream,ပျောက်ချောင်း
1,IRWD,stream,မြေနီချောင်း
1,IRWD,stream,မာန်အောင်ချောင်း
11,IRWD,stream,မိုးမောက်ချောင်း
2,IRWD,stream,ရွှေချောင်း
1,IRWD,stream,ဝဲမချောင်း
6,IRWD,stream,克劳龙河
3,IRWD,stream,克劳龙河支流1
4,IRWD,stream,克劳龙河支流10
2,IRWD,stream,克劳龙河支流13
1,IRWD,stream,克劳龙河支流14
2,IRWD,stream,克劳龙河支流15
2,IRWD,stream,克劳龙河支流15a
3,IRWD,stream,克劳龙河支流2
3,IRWD,stream,克劳龙河支流4
1,IRWD,stream,克劳龙河支流5
2,IRWD,stream,克劳龙河支流6a
1,IRWD,stream,克劳龙河支流7
1,IRWD,stream,南永卡河
1,IRWD,stream,南碗河
2,IRWD,stream,唐平河
2,IRWD,stream,喊沙大沟
2,IRWD,stream,日马河
5,IRWD,stream,梅雪B
1,IRWD,stream,梅雪C
6,IRWD,stream,沙东河
2,IRWD,stream,独龙江南支2
7,IRWD,stream,独龙江南支3
4,IRWD,stream,独龙江支流1
2,IRWD,stream,独龙江支流2
2,IRWD,stream,独龙江支流3
7,IRWD,stream,独龙江支流4
5,IRWD,stream,独龙江支流5
4,IRWD,stream,独龙江支流8
5,IRWD,stream,独龙谷
2,IRWD,stream,甲若
3,IRWD,stream,竹下马河
3,IRWD,stream,腾越河
5,IRWD,stream,西沙河
3,IRWD,stream,龙川江
1,ISNZ,canal,Canale Principale secondo tronco
2,ISNZ,canal,Canale Principale terzo tronco
3,ISNZ,canal,Canale Quarantia
2,ISNZ,dam, 
2,ISNZ,ditch, 
2,ISNZ,ditch,Prekop Koren
1,ISNZ,drain,Canale Borlecchie III
1,ISNZ,drain,Canale Bosco Verde
1,ISNZ,drain,Canale Chiarodici
1,ISNZ,drain,Canale Navigabile Brancolo
5,ISNZ,river,Bača
1,ISNZ,river,Boka
1,ISNZ,river,Fiume Judrio
2,ISNZ,river,Fiume Natisone / Nadiža
24,ISNZ,river,Idrijca
6,ISNZ,river,Isonzo
2,ISNZ,river,Koritnica
1,ISNZ,river,Lepenjica
3,ISNZ,river,Nadiža
2,ISNZ,river,Natisone / Nadiža
1,ISNZ,river,Rohot
23,ISNZ,river,Soča
3,ISNZ,river,Tolminka
11,ISNZ,river,Torrente Torre
3,ISNZ,river,Trebuščica
2,ISNZ,river,Učja
10,ISNZ,river,Vipava
15,ISNZ,stream, 
1,ISNZ,stream,Aff.Dx T. Torre
1,ISNZ,stream,Aff.Sx-Dx F. Natisone
1,ISNZ,stream,Aff.Sx T. Torre
2,ISNZ,stream,Ajba
1,ISNZ,stream,Avšček
2,ISNZ,stream,Bela
5,ISNZ,stream,Branica
1,ISNZ,stream,Bukovska grapa
2,ISNZ,stream,Cerknica
2,ISNZ,stream,Doblarec
1,ISNZ,stream,Gabršček
1,ISNZ,stream,Godiča
1,ISNZ,stream,Hudournik Raša
4,ISNZ,stream,Idrija
1,ISNZ,stream,Jesenica
1,ISNZ,stream,Kamnica
1,ISNZ,stream,Kanomlja
1,ISNZ,stream,Kneža
2,ISNZ,stream,Kojnica
1,ISNZ,stream,Konjščak
1,ISNZ,stream,Korita
3,ISNZ,stream,Koritnica
2,ISNZ,stream,Kostanjevec
1,ISNZ,stream,Lepenjica
1,ISNZ,stream,Levi Peščak
1,ISNZ,stream,Ležanica
3,ISNZ,stream,Lijak
1,ISNZ,stream,Limarica
1,ISNZ,stream,Ljubevščica
1,ISNZ,stream,Mlinarica
1,ISNZ,stream,Možnica
1,ISNZ,stream,Oševljek
1,ISNZ,stream,Predelica
1,ISNZ,stream,Prešnikov graben
1,ISNZ,stream,Rio Bianco/Beli potok
1,ISNZ,stream,Rio Bradin
2,ISNZ,stream,Rio Cunicar
2,ISNZ,stream,Rio Dolegna
1,ISNZ,stream,Rio Groina
1,ISNZ,stream,Rio Legrada
1,ISNZ,stream,Rio Masariot
2,ISNZ,stream,Rio Nero/Črni potok
1,ISNZ,stream,Rio Plagnana
3,ISNZ,stream,Rio Podiamo
1,ISNZ,stream,Rio Potoc
2,ISNZ,stream,Rio Tuissene
2,ISNZ,stream,Rio Uccea
1,ISNZ,stream,Rio Vodizza
1,ISNZ,stream,Roggia Fogliano
1,ISNZ,stream,Roggia Molino
1,ISNZ,stream,Roggia Roggetta
1,ISNZ,stream,Slatenik
2,ISNZ,stream,Slatna
1,ISNZ,stream,Suhi potok
2,ISNZ,stream,Šumnik
1,ISNZ,stream,Torrente Alberone
1,ISNZ,stream,Torrente Erbezzo
1,ISNZ,stream,Torrente Lesa
2,ISNZ,stream,Torrente Oblino
1,ISNZ,stream,Torrente Reca
1,ISNZ,stream,Torrente Sossò
1,ISNZ,stream,Torrente Versa
1,ISNZ,stream,Trebiščnica
2,ISNZ,stream,Ušnica
1,ISNZ,stream,Vogršček
3,ISNZ,stream,Volarja
1,ISNZ,stream,Vrnivec
2,ISNZ,stream,Vrsnica
1,ISNZ,stream,Zadlaščica
1,ISNZ,stream,Zadnjica
1,JAPR,canal, 
70,JAPR,river, 
15,JAPR,river,Bewani
2,JAPR,river,Kali Grime
1,JAPR,river,Kali Jaifuri
5,JAPR,river,Moso
2,JAPR,river,Sungai Moso
31,JAPR,river,Sungai Tami
1,JAPR,river,Sungai2
28,JAPR,stream, 
1,JAPR,stream,Kali Kemiri
4,JAPR,stream,Sungai1
1,JCBS,pressurised, 
4,JCBS,river, 
2,JCBS,river,Bissojohka
1,JCBS,river,Botnelva
1,JCBS,river,Holmvassbekken
2,JCBS,river,Karpelva
1,JCBS,river,Oterbekken
1,JCBS,river,Vintervollelva
2,JCBS,river,Vuorjám - Jakobselva - Ворьема
10,JCBS,stream, 
1,JCBS,stream,Leirbekken
1,JCBS,stream,Stormyrbekken
25,JORD,canal, 
1,JORD,canal,قناة الغور الشرقية
8,JORD,dam, 
1,JORD,dam,سد صلخد
1,JORD,ditch, 
4,JORD,drain, 
15,JORD,river, 
5,JORD,river,Wadi Aheimar
2,JORD,river,Wadi Zerka Ma'in
10,JORD,river,נהר הירדן
2,JORD,river,נחל דן
51,JORD,river,נחל הערבה
12,JORD,river,נחל נקרות
22,JORD,river,נחל פארן
16,JORD,river,נחל צין
73,JORD,river,نهر الأردن - נהר הירדן
33,JORD,river,نهر الزرقاء
20,JORD,river,نهر اليرموك
4,JORD,river,نهر اليرموك ירמוך
2,JORD,river,واد الرقاد
6,JORD,river,وادي أبو بثيران
2,JORD,river,وادي الجرافي
10,JORD,river,وادي الحسا
1,JORD,river,وادي الحشى
2,JORD,river,وادي الرقاد
3,JORD,river,وادي الظليل
1,JORD,river,وادي روكاد
383,JORD,stream, 
1,JORD,stream,Wadi Afra
1,JORD,stream,Wadi Dabi'
1,JORD,stream,Wadi Gseib
5,JORD,stream,Wadi Ma'tan
1,JORD,stream,Wadi Makrab
3,JORD,stream,Wadi Nimrin
2,JORD,stream,Wadi Orjan
2,JORD,stream,Wadi Rakiya
1,JORD,stream,Wadi Sir
1,JORD,stream,ואדי א-רשש
1,JORD,stream,ואדי אל-מדורה
1,JORD,stream,ואדי סמר
3,JORD,stream,נחל אוג
1,JORD,stream,נחל אל על
2,JORD,stream,נחל אמציהו
1,JORD,stream,נחל אפעה
1,JORD,stream,נחל ארגמן
1,JORD,stream,נחל אשל
2,JORD,stream,נחל אשלים
2,JORD,stream,נחל בקעתיים
3,JORD,stream,נחל ברוקה
1,JORD,stream,נחל ברק
1,JORD,stream,"נחל גדנ""""ע"
2,JORD,stream,נחל גילבון
1,JORD,stream,נחל גרופית
1,JORD,stream,נחל דימונה
1,JORD,stream,נחל דישון
1,JORD,stream,נחל זויתן
1,JORD,stream,נחל חבר
1,JORD,stream,נחל חגור
4,JORD,stream,נחל חיון
3,JORD,stream,נחל חמר
1,JORD,stream,נחל חצור
1,JORD,stream,נחל חרוד
5,JORD,stream,נחל חרמון
5,JORD,stream,נחל יהודיה
1,JORD,stream,נחל יטבתה
1,JORD,stream,נחל יעלון
2,JORD,stream,נחל יעלים
1,JORD,stream,נחל יששכר
1,JORD,stream,נחל כנף
1,JORD,stream,נחל מיצר
2,JORD,stream,נחל מכוך
1,JORD,stream,נחל מנוחה
1,JORD,stream,נחל נוב
1,JORD,stream,נחל סובך
1,JORD,stream,נחל עורבים
1,JORD,stream,נחל עורקן
2,JORD,stream,נחל עיון
2,JORD,stream,נחל ערוגות
3,JORD,stream,נחל ערוד
2,JORD,stream,נחל עשוש
1,JORD,stream,נחל פחמי
1,JORD,stream,נחל פרת
3,JORD,stream,נחל צאלים
1,JORD,stream,נחל ציחור
1,JORD,stream,נחל קדש
2,JORD,stream,נחל קומראן
1,JORD,stream,נחל קטורה
1,JORD,stream,נחל קשת
1,JORD,stream,נחל ראש פינה
2,JORD,stream,נחל רמון
4,JORD,stream,נחל שגיא
1,JORD,stream,נחל שזר
1,JORD,stream,נחל שיאון
2,JORD,stream,נחל שיזף
2,JORD,stream,נחל שיטה
2,JORD,stream,נחל שעלב
1,JORD,stream,נחל שפמנון
1,JORD,stream,נחל שפן
7,JORD,stream,נחל תבור
6,JORD,stream,נחל תרצה
2,JORD,stream,الشياح
1,JORD,stream,نهر أبو دجاجة
3,JORD,stream,نهر الحاصباني
4,JORD,stream,وادي أبو إدبة
4,JORD,stream,وادي أبو جويع
2,JORD,stream,وادي أبو طمير
1,JORD,stream,وادي الأغيدرا
1,JORD,stream,وادي الإكتيرات
4,JORD,stream,وادي البيضاء
1,JORD,stream,وادي البيضة
2,JORD,stream,وادي الجرينات
6,JORD,stream,وادي الحسا
1,JORD,stream,وادي الريان
3,JORD,stream,وادي القلط
2,JORD,stream,وادي الكليبي
4,JORD,stream,وادي الموجب
3,JORD,stream,وادي النملة
3,JORD,stream,وادي أم سديرة
2,JORD,stream,وادي تمراني
1,JORD,stream,وادي خريطى
1,JORD,stream,وادي سلالم
1,JORD,stream,وادي سيق الغراب
1,JORD,weir, 
5,KALD,canal, 
1,KALD,drain, 
683,KALD,river, 
207,KALD,river,Boinu
86,KALD,river,Kaladan
5,KALD,river,Laiteng Va
33,KALD,river,Ngengpui
5,KALD,river,Palet Chaung
2,KALD,river,s
68,KALD,river,Tuichang
24,KALD,river,Tuipui
123,KALD,river,Tyao
2,KALD,river,Tyao River
125,KALD,river,ကစ္ဆပနဒီ
38,KALD,river,ရန်းချောင်း
2,KALD,river,သိင်္ဃဒီမြစ်(ရွှေနတ်ပြင်ချောင်း)
201,KALD,stream, 
1,KALD,stream,Ba Wan Creek
2,KALD,stream,Hava
2,KALD,stream,s
1,KALD,stream,Tuikual
2,KALD,stream,Tuipui
1,KEMI,canal, 
1,KEMI,canal,Vuotson kanava
15,KEMI,ditch, 
1,KEMI,ditch,Pikku Harrioja
1,KEMI,ditch,Urakkaoja
1,KEMI,ditch,Vaaranpäänoja
1,KEMI,ditch,Varotusoja
1,KEMI,ditch,Vuorso-oja
1,KEMI,flowline, 
84,KEMI,river, 
4,KEMI,river,Aakenusjoki
7,KEMI,river,Aatsinginjoki
6,KEMI,river,Akkunusjoki
2,KEMI,river,Ala-Kerpuajoki
5,KEMI,river,Ala-Kuusanjoki
1,KEMI,river,Ala-Säynäjoki
2,KEMI,river,Angeljoki
1,KEMI,river,Auttijoki
1,KEMI,river,Halijoki
2,KEMI,river,Hietajoki
1,KEMI,river,Hollojoki
2,KEMI,river,Iissijoki
1,KEMI,river,Iso Akanjoki
1,KEMI,river,Iso Konttijoki
1,KEMI,river,Iso Salankijoki
1,KEMI,river,Jaksamonjoki
6,KEMI,river,Jaurujoki
3,KEMI,river,Javarusjoki
4,KEMI,river,Jeesiöjoki
1,KEMI,river,Jierstijoki
1,KEMI,river,Jouttijoki
1,KEMI,river,Juujoki
3,KEMI,river,Kaakamajoki
1,KEMI,river,Kairijoki
5,KEMI,river,Kaisajoki
6,KEMI,river,Käkkälöjoki
5,KEMI,river,Kalkiaisjoki
6,KEMI,river,Kapsajoki
1,KEMI,river,Kapustaoja
2,KEMI,river,Karjalaisenjoki
1,KEMI,river,Karvakkojoki
15,KEMI,river,Käsmänjoki
1,KEMI,river,Kätkäjoki
1,KEMI,river,Käyrämönjoki
1,KEMI,river,Käyräsjoki
5,KEMI,river,Kelujoki
7,KEMI,river,Kemijärvi
97,KEMI,river,Kemijoki
1,KEMI,river,Kenttäjoki
2,KEMI,river,Ketojoki
18,KEMI,river,Kitinen
1,KEMI,river,Kivihaaranjoki
1,KEMI,river,Kopsusjoki
3,KEMI,river,Korojoki
1,KEMI,river,Kotajoki
2,KEMI,river,Koutelonjoki
4,KEMI,river,Köykenönjoki
1,KEMI,river,Kuiva Tepastojoki
1,KEMI,river,Kulvakkojoki
1,KEMI,river,Kuohunkijoki
1,KEMI,river,Kuolajoki
2,KEMI,river,Kuolpujoki
1,KEMI,river,Kuorajoki
1,KEMI,river,Kurttajoki
1,KEMI,river,Lainiojoki
2,KEMI,river,Lauantaihaara
1,KEMI,river,Leivejoki
1,KEMI,river,Lismajoki
3,KEMI,river,Lohijoki
6,KEMI,river,Louejoki
41,KEMI,river,Luiro
1,KEMI,river,Luksuanjoki
1,KEMI,river,Luonuajoki
1,KEMI,river,Maaninkijoki
2,KEMI,river,Maaterjoki
1,KEMI,river,Mairijoki
1,KEMI,river,Majavajoki
6,KEMI,river,Maltiojoki
4,KEMI,river,Maunujoki
8,KEMI,river,Meltausjoki
3,KEMI,river,Molkojoki
3,KEMI,river,Näkkäläjoki
1,KEMI,river,Narkausjoki
1,KEMI,river,Närpistöjoki
2,KEMI,river,Naruskajoki
2,KEMI,river,Nattushaara
1,KEMI,river,Neitojoki
3,KEMI,river,Norvajoki
1,KEMI,river,Nuortti
1,KEMI,river,Olkkojoki
1,KEMI,river,Orajoki
3,KEMI,river,Oulankajoki
49,KEMI,river,Ounasjoki
1,KEMI,river,Outijoki
1,KEMI,river,Paattinkijoki
3,KEMI,river,Pallasjoki
1,KEMI,river,Palojoki
1,KEMI,river,Peräjoki
3,KEMI,river,Pessijoki
3,KEMI,river,Pihtijoki
1,KEMI,river,Pikku Konttijoki
4,KEMI,river,Pöyrisjoki
2,KEMI,river,Pyhäjoki
20,KEMI,river,Raudanjoki
2,KEMI,river,Riestojoki
1,KEMI,river,Riipijoki
6,KEMI,river,Runkausjoki
1,KEMI,river,Ruopsanjoki
5,KEMI,river,Ruuhijoki
3,KEMI,river,Saarenpudas
8,KEMI,river,Sattanen
2,KEMI,river,Seipäjoki
1,KEMI,river,Siikajoki
1,KEMI,river,Siosjoki
1,KEMI,river,Siukatanjoki
1,KEMI,river,Siurunjoki
4,KEMI,river,Sivakkajoki
2,KEMI,river,Siyliö
2,KEMI,river,Soasjoki
1,KEMI,river,Sonkajoki
1,KEMI,river,Sorsanhaara
3,KEMI,river,Sotajoki
1,KEMI,river,Suomajoki
1,KEMI,river,Suopajoki
1,KEMI,river,Suukisjoki
1,KEMI,river,Syvä Tepastojoki
4,KEMI,river,Tankajoki
12,KEMI,river,Tenniöjoki
2,KEMI,river,Ternujoki
1,KEMI,river,tulvajuoksutusuoma
9,KEMI,river,Tuntsajoki
1,KEMI,river,Ulkujoki
4,KEMI,river,Vaajoki
2,KEMI,river,Vaalajoki
6,KEMI,river,Vähäjoki
2,KEMI,river,Vaikkojoki
1,KEMI,river,Vaiskojoki
1,KEMI,river,Válganjohka
2,KEMI,river,Välijoki
1,KEMI,river,Varejoki
1,KEMI,river,Vaulonjoki
2,KEMI,river,Venejoki
1,KEMI,river,Vietkajoki
2,KEMI,river,Viivajoki
3,KEMI,river,Vikajoki
1,KEMI,river,Vuohtujoki
1,KEMI,river,Vuojoki
4,KEMI,river,Vuoltinen
2,KEMI,river,Vuostimonjoki
3,KEMI,river,Vuotosjoki
2,KEMI,river,Ylä-Nuortti
2,KEMI,river,Ylä-Raudanjoki
1,KEMI,river,Yli-Runkaus
1,KEMI,river,Yli-Säynäjoki
2,KEMI,river,Ylijoki
1,KEMI,river,Ахвеноя
1,KEMI,river,Варпуоя
5,KEMI,river,Ватсиманйоки
2,KEMI,river,Кархуоя
1,KEMI,river,Кейнухарью
2,KEMI,river,Колсаноя
3,KEMI,river,Куолайоки
1,KEMI,river,Лакийоки
2,KEMI,river,Миккелина
5,KEMI,river,Нурмийоки
8,KEMI,river,Саллайоки
2,KEMI,river,Салланлатва
4,KEMI,river,Саркайоки
2,KEMI,river,Сорсайоки
3,KEMI,river,Сяркиола
6,KEMI,river,Тенниёйоки
9,KEMI,river,Тунтсайоки
1,KEMI,river,Юккуйоки
1,KEMI,river,Яуруккиоя
125,KEMI,stream, 
2,KEMI,stream,Harjunoja
1,KEMI,stream,Harjuoja
1,KEMI,stream,Harrihaara
1,KEMI,stream,Hinganoja
1,KEMI,stream,Hirvasoja
2,KEMI,stream,Jänkämukka
1,KEMI,stream,Jurvanoja
1,KEMI,stream,Kaivosoja
1,KEMI,stream,Kärppäoja
1,KEMI,stream,Koiraoja
1,KEMI,stream,Kopsusjoki
1,KEMI,stream,Korojoki
1,KEMI,stream,Kylmäsenoja
1,KEMI,stream,Majavaoja
1,KEMI,stream,Maljaoja
1,KEMI,stream,Mukkajoki
1,KEMI,stream,Mukkaoja
1,KEMI,stream,Pikku Marimonoja
1,KEMI,stream,Pippo-oja
1,KEMI,stream,Pyhäjoki
3,KEMI,stream,Saivojoki
3,KEMI,stream,Sattanen
1,KEMI,stream,Saukko-oja
4,KEMI,stream,Sienioja
1,KEMI,stream,Suikelo-oja
1,KEMI,stream,Taaromaoja
1,KEMI,stream,Teerioja
1,KEMI,stream,Välijoki
3,KGNK,canal, 
2,KGNK,dam, 
6,KGNK,ditch, 
12,KGNK,drain, 
1,KGNK,drystream, 
2,KGNK,river, 
4,KGNK,river,Ceaga
16,KGNK,river,Cogâlnic
1,KGNK,river,Бахмутка
19,KGNK,river,Когильник
6,KGNK,river,Сака
5,KGNK,river,Скіноса
9,KGNK,river,Чага
17,KGNK,stream, 
1,KGNK,stream,Ceaga
2,KGNK,stream,Cogâlnic
1,KGNK,stream,долина Попи
3,KGNK,stream,Чага
1,KGNK,stream,Чибану
9,KGNK,stream,Чилігідер
54,KNFL,canal, 
1,KNFL,canal,Madari Khal
4,KNFL,canal,ধুরুং খাল
1,KNFL,canal,মিঠা খাল
1,KNFL,dam,Kaptai Dam
5,KNFL,ditch, 
3,KNFL,drain, 
364,KNFL,river, 
33,KNFL,river,Chengi River
8,KNFL,river,Isamathi River
47,KNFL,river,Khawthlangtuipui
19,KNFL,river,Mardur
42,KNFL,river,Sajek River
21,KNFL,river,Thega
84,KNFL,river,Tuichawng
35,KNFL,river,Tuiliampul
38,KNFL,river,কর্ণফুলী নদী
1,KNFL,river,মাইনি নদী
20,KNFL,river,হালদা নদী
160,KNFL,stream, 
8,KOWL,canal, 
101,KOWL,canal,قنات
1,KOWL,dam,تاج سد
1,KOWL,dam,تاج سد فرخی
114,KOWL,river, 
21,KOWL,river,رود شاه ولی
6,KOWL,river,رود گزیک
4,KOWL,river,رودخانه شاخن
27,KOWL,stream, 
1,KRKA,canal,Morski tunel Hitlerove oči
2,KRKA,ditch, 
2,KRKA,navigation,Kanal Sveti Ante
12,KRKA,river,Butižnica
14,KRKA,river,Čikola
6,KRKA,river,Guduča
5,KRKA,river,Kosovčica
19,KRKA,river,Krka
6,KRKA,stream, 
1,KRKA,stream,Bribišnica
2,KRKA,stream,Butižnica
2,KRKA,stream,Crni potok
