FREQUENCY,BCODE,waterway,name
7,ADIG,canal, 
1,ADIG,canal,Adigetto
1,ADIG,canal,Canale Alto Agro Veronese
1,ADIG,canal,Canale Biffis
1,ADIG,canal,Canale Bisatto
5,ADIG,canal,Canale Gorzone
1,ADIG,canal,Canale industriale Camuzzoni
1,ADIG,canal,Canale L.E.B.
1,ADIG,canal,Canale S.A.V.A.
1,ADIG,canal,Fiume Adigetto
1,ADIG,canal,Fossa Grande di Caldaro - Großer Kalterer Graben
1,ADIG,canal,Galleria Adige-Garda
1,ADIG,canal,Roggia Arzignano
1,ADIG,canal,Scolo Fiumicello
1,ADIG,canal,Scolo Lozzo
1,ADIG,canal,Scolo principale San Pietro
4,ADIG,dam, 
1,ADIG,dam,Neves-Staumauer
14,ADIG,ditch, 
1,ADIG,ditch,Ackerwaal
1,ADIG,ditch,Dugale Sant'Ambrogio
1,ADIG,ditch,Fossa di Laives - Leiferergraben
2,ADIG,ditch,Fossa Grande
1,ADIG,ditch,Fossa Lidorno
1,ADIG,ditch,Fosso Landgraben
1,ADIG,ditch,Fosso San Antonio
1,ADIG,ditch,Ilzwaal
1,ADIG,ditch,Irrigazione Cogo
1,ADIG,ditch,Lebenbergerbach - Rio di Monte Leben
1,ADIG,ditch,Marlinger Mühlbach - Rio Molino di Marlengo
1,ADIG,ditch,Ons Bach - Rio Ones
1,ADIG,ditch,Rio Revere
1,ADIG,ditch,Roggia Carlotto
1,ADIG,ditch,Roggia Marinati
1,ADIG,ditch,Scolo Bolognese
1,ADIG,ditch,Valle Panati
12,ADIG,drain, 
1,ADIG,drain,Adduttore Scolmatore
2,ADIG,drain,Canale Tramezzo
1,ADIG,drain,Colatore Arzarino
1,ADIG,drain,Controfossa sinistra Vampadore
1,ADIG,drain,Dugale Grezzana
1,ADIG,drain,Etschgraben - Fossa dell'Adige
1,ADIG,drain,Fossa Leona
1,ADIG,drain,Fossa Piccola di Caldaro - Kleiner Kalterer Graben
2,ADIG,drain,Scolo Arnalda
1,ADIG,drain,Scolo Bertotti
1,ADIG,drain,Scolo Bressana
1,ADIG,drain,Scolo Casaria
1,ADIG,drain,Scolo Colombaretta
1,ADIG,drain,Scolo Degora di Montagnana
1,ADIG,drain,Scolo Desturo di Monselice
1,ADIG,drain,Scolo Fibbietto
1,ADIG,drain,Scolo Fossetta
1,ADIG,drain,Scolo Santa Croce
1,ADIG,drain,Scolo Terreni Medi di Carceri
1,ADIG,drain,Scolo Togna
1,ADIG,drain,Scolo vanezza
4,ADIG,pressurised, 
7,ADIG,river, 
52,ADIG,river,Adige
1,ADIG,river,Adige - Etsch
1,ADIG,river,Agno
6,ADIG,river,Ahr - Aurino
3,ADIG,river,Derjon - Grödner Bach - Rio Gardena
2,ADIG,river,Durnholzerbach - Rio Valdurna
7,ADIG,river,Eisack - Isarco
25,ADIG,river,Etsch - Adige
9,ADIG,river,Falschauer - Valsura
1,ADIG,river,Fiume Antanello
1,ADIG,river,Fiume Ceresolo
1,ADIG,river,Fiume Frassine
2,ADIG,river,Fiume Gorzone
3,ADIG,river,Fiume Guà
3,ADIG,river,Gran Ega
4,ADIG,river,Isarco - Eisack
4,ADIG,river,Mareiterbach - Rio Ridanna
1,ADIG,river,Öttenbach - Rio Deserto
2,ADIG,river,Passer - Passirio
5,ADIG,river,Pfitscher Bach - Rio di Vizze
10,ADIG,river,Rienz - Rienza
6,ADIG,river,Talfer - Talvera
2,ADIG,river,Talvera - Talfer
6,ADIG,river,Torrente Avisio
1,ADIG,river,Torrente Avisio - La Veisc
1,ADIG,river,Torrente Fibbio
1,ADIG,river,Torrente Leno
11,ADIG,river,Torrente Noce
1,ADIG,river,Torrente Pescara
3,ADIG,river,Torrente Rabbies
3,ADIG,river,Torrente Travignolo
4,ADIG,river,Valler Bach - Rio di Valles
92,ADIG,stream, 
1,ADIG,stream,Afinger Bach
1,ADIG,stream,Afinger Bach - Rio Avigna
1,ADIG,stream,Altenbergbach
1,ADIG,stream,Andelsbach - Rio d'Andalo
1,ADIG,stream,Angelbach - Rio Angola
1,ADIG,stream,Antholzer Bach - Rio Anterselva
1,ADIG,stream,Aviunserbach - Rio Aviuns
1,ADIG,stream,Blauer Bach
1,ADIG,stream,Bletterbach
1,ADIG,stream,Bodenbühler Bach - Rio Tramezzo
1,ADIG,stream,Dorfbach
1,ADIG,stream,Ega d'Al Plan
5,ADIG,stream,Eggentaler Bach - Rio d'Ega
1,ADIG,stream,Eggerbach - Rio di Dosso
1,ADIG,stream,Ellesspitzbach - Rio Punta d'Elles
1,ADIG,stream,Emmerbach - Rio d'Auna
1,ADIG,stream,Ennewasserbach - Rio di Acquadene
6,ADIG,stream,Etsch - Adige
1,ADIG,stream,Fagenbach (Altenbach) - Rio Fago
3,ADIG,stream,Falschauer - Valsura
2,ADIG,stream,Felberbach
1,ADIG,stream,Flaggerbach - Rio Vallaga
1,ADIG,stream,Flitzer Bach - Rio Valluzza
1,ADIG,stream,Fosso Fonte delle monache
1,ADIG,stream,Fosso Lumini e Il progno
1,ADIG,stream,Frankenbach
1,ADIG,stream,Friglbach - Rio Frisio
1,ADIG,stream,Fuchsbach (Fuchsalmb.)
1,ADIG,stream,Furkelbach - Rio Furcla
2,ADIG,stream,Gadriabach - Rio di Gadria
1,ADIG,stream,Galsaunerbach - Rio di Colsano
1,ADIG,stream,Gamperbach
1,ADIG,stream,Geltal (Gelltalbach)
3,ADIG,stream,Giessengraben - La Roggia (Fossa Giessen)
1,ADIG,stream,Gliderbach
1,ADIG,stream,Gran Ega
1,ADIG,stream,Grossalm Bach
1,ADIG,stream,Grossbachbachl - Rio di Prato Magno
2,ADIG,stream,Grossklausentalbach - Rio di Valle Chiusa Grande
1,ADIG,stream,Gruipbach (Kahler Bach)
2,ADIG,stream,Grünbach - Rio Verde
1,ADIG,stream,Gsieserbach - Rio di Casies
2,ADIG,stream,Gsieserbach (Pidigbach)
1,ADIG,stream,Hinterer Schlossbach (Hinterburgbach) - Rio di Dietrocastello
1,ADIG,stream,Höllerbach - Rio della Grotta
1,ADIG,stream,Imst Bach
1,ADIG,stream,Kalmbach - Rio della Clava
3,ADIG,stream,Karlinbach - Rio Carlino
1,ADIG,stream,Karnolbach - Rio Cornale
2,ADIG,stream,Kaserbach - Rio Casera
2,ADIG,stream,Klausentalbach - Rio di Val Chiusetta
2,ADIG,stream,Knuttenbach - Rio Dossi
1,ADIG,stream,Kurzrasbach
4,ADIG,stream,Lasanke - Rio Luson
1,ADIG,stream,Leno di Terragnolo
1,ADIG,stream,Leno di Vallarsa
1,ADIG,stream,Lichtenbergerbach - Rio di Montechiaro
1,ADIG,stream,Mairbach
1,ADIG,stream,Masserbach
1,ADIG,stream,Mastaunbach - Rio di Mastaun
1,ADIG,stream,Melager Bach - Rio Melago
2,ADIG,stream,Metzbach - Rio di Slinga
1,ADIG,stream,Montferterbach
1,ADIG,stream,Mühlbach - Rio Molino
1,ADIG,stream,Naifbach - Rio Val di Nova
1,ADIG,stream,Nalserbach - Rio di Nalles
1,ADIG,stream,Neuhütten-Q.
1,ADIG,stream,Nevesbach - Rio Evis (Rio Neves)
1,ADIG,stream,Nördersbergbach - Rio die Tramontana
1,ADIG,stream,Obertauralmbach
1,ADIG,stream,Passer - Passirio
1,ADIG,stream,Pescollbach - Rio Pescólle
1,ADIG,stream,Pfelderer Bach - Rio di Plan
1,ADIG,stream,Pikolinbach
1,ADIG,stream,Planeilbach - Rio di Planol
1,ADIG,stream,Platschbachl - Rio Villa
6,ADIG,stream,Plimabach - Rio Plima
1,ADIG,stream,Pojentalbach - Rio Poia
1,ADIG,stream,Pragser Bach - Rio Braies
2,ADIG,stream,Prognetta Lena
3,ADIG,stream,Progno d'Illasi
2,ADIG,stream,Progno di Avesa
2,ADIG,stream,Progno di Fumane
1,ADIG,stream,Progno di Negrar
1,ADIG,stream,Progno di Valpantena
1,ADIG,stream,Progno Mezzane
3,ADIG,stream,Punibach - Rio Puni
3,ADIG,stream,Rambach - Il Rom
2,ADIG,stream,Rambach - Rio Ram
1,ADIG,stream,Rastenbach
1,ADIG,stream,Rauterbach - Rio Novali
1,ADIG,stream,Reinbach - Riva
2,ADIG,stream,Rieglbach - Rio Rigolo
3,ADIG,stream,Rienz - Rienza
2,ADIG,stream,Rif de Valsorda
1,ADIG,stream,Rio Aldino - Aldeinerbach
1,ADIG,stream,Rio Barcatta
1,ADIG,stream,Rio Baselga
1,ADIG,stream,Rio Bianco
1,ADIG,stream,Rio Bissole
1,ADIG,stream,Rio Bondone
1,ADIG,stream,Rio Cadino
1,ADIG,stream,Rio Cavallo
2,ADIG,stream,Rio Cavelonte
1,ADIG,stream,Rio Costalunga
1,ADIG,stream,Rio del Valon
1,ADIG,stream,Rio delle Pozze
1,ADIG,stream,Rio delle Seghe
1,ADIG,stream,Rio delle Stue
1,ADIG,stream,Rio di Cortesano
1,ADIG,stream,Rio di Linor
2,ADIG,stream,Rio di San Romedio
1,ADIG,stream,Rio di Vigo
2,ADIG,stream,Rio di Vila - Wielenbach
1,ADIG,stream,Rio Duron
1,ADIG,stream,Rio Farinella
1,ADIG,stream,Rio Finale - Pfinnbach
1,ADIG,stream,Rio Fontanafredda
1,ADIG,stream,Rio Fregasoga
2,ADIG,stream,Rio Gambis
2,ADIG,stream,Rio Gardoné - Rif
2,ADIG,stream,Rio Lagorai
1,ADIG,stream,Rio Lusina - Lisnerbach
1,ADIG,stream,Rio Mercar
1,ADIG,stream,Rio Mulin
1,ADIG,stream,Rio Orco
1,ADIG,stream,Rio Predaia
1,ADIG,stream,Rio Regnana
1,ADIG,stream,Rio Ribosc
1,ADIG,stream,Rio Salvés
1,ADIG,stream,Rio Strino
2,ADIG,stream,Rio Val di Gola
1,ADIG,stream,Rio Vallarsa - Brantenbach
1,ADIG,stream,Rio Valle
1,ADIG,stream,Rio Vanganella
1,ADIG,stream,Rio Vioz
1,ADIG,stream,Riolbach - Rio Riol
1,ADIG,stream,Rivo Sadole
2,ADIG,stream,Roetbach (Rotbach) - Rio Rosso
1,ADIG,stream,Rü da Lungiarü
1,ADIG,stream,Rü de Col dai Furns
1,ADIG,stream,Rü de Feria
1,ADIG,stream,Rü de Pisciadú
1,ADIG,stream,Ruf de Antermont
1,ADIG,stream,Ruf de Ciavazes
1,ADIG,stream,Ruf de Cuecenes - Annabach - Rio Val d'Anna
2,ADIG,stream,Ruf de Ncisles - Cislesbach - Rio Cisles
1,ADIG,stream,Ruf de Pantl
2,ADIG,stream,Ruf de Soal
1,ADIG,stream,Ruf de Val
2,ADIG,stream,Ruf de Val - Langentalbach - Rio di Vallelunga
1,ADIG,stream,Runggenbach
1,ADIG,stream,Runggenbach - Rio dei Ronchi
2,ADIG,stream,Sagbach - Rio della Sega
2,ADIG,stream,Sagbach - Rio Sag
1,ADIG,stream,Sägebach - Rio della Sega
1,ADIG,stream,Saldurbach - Rio Saldura
1,ADIG,stream,Salteriebach - Rio Saltaria
1,ADIG,stream,Sankt Zenon Bach - Rio San Zenon
1,ADIG,stream,Schäferhüttenbach - Rio Casera
2,ADIG,stream,Schalderer Bach - Rio di Scaleres
2,ADIG,stream,Schlandraunbach - Rio di Silandro
1,ADIG,stream,Schleidertalbach - Rio di Valle Casaletta
1,ADIG,stream,Schlernbach - Rio Sciliar
1,ADIG,stream,Schmansnerbach
5,ADIG,stream,Schnalserbach - Rio di Senales
1,ADIG,stream,Schnatzbach
1,ADIG,stream,Schneckenbach - Rio delle Lumache
3,ADIG,stream,Schwarzenbach - Rio Nero
2,ADIG,stream,Scolo Ronego
1,ADIG,stream,Scolo Tartaro
1,ADIG,stream,Seebach - Rio del Lago
2,ADIG,stream,Sengesbach - Rio Senges
1,ADIG,stream,Siederbach
1,ADIG,stream,Silvesterbach
3,ADIG,stream,Sinichbach - Rio Sinigo
1,ADIG,stream,Spisserbach - Rio Spisser
1,ADIG,stream,Spronserbach - Rio Sopranes
2,ADIG,stream,St. Valentiner Bach
1,ADIG,stream,Stallwiesquelle - S. di Pradistalla
1,ADIG,stream,Steinerbach
2,ADIG,stream,Suldenbach - Rio Solda
1,ADIG,stream,Tafratzerbach - Rio Tafraz
1,ADIG,stream,Tanaser Bach - Rio di Tanas
1,ADIG,stream,Tanzbach - Rio Danza
1,ADIG,stream,Tarscher Graben - Fosso di Tarres
2,ADIG,stream,Tarschertalbach - Rio di Valle di Tarces
2,ADIG,stream,Tellabach - Rio Tella
1,ADIG,stream,Terner Bach - Rio di Terento
1,ADIG,stream,Tinnebach - Torrente Tina
1,ADIG,stream,Tisenerbach - Rio Tisana
3,ADIG,stream,Torrente Ala
1,ADIG,stream,Torrente Alpone
1,ADIG,stream,Torrente Aviana
4,ADIG,stream,Torrente Avisio - La Veisc
4,ADIG,stream,Torrente Fersina
1,ADIG,stream,Torrente Garzaro
1,ADIG,stream,Torrente Lodrone
1,ADIG,stream,Torrente Meledrio
1,ADIG,stream,Torrente Noce Nero
4,ADIG,stream,Torrente Novella
1,ADIG,stream,Torrente Pescara
1,ADIG,stream,Torrente Prognolo
1,ADIG,stream,Torrente Prognolo di Marano
1,ADIG,stream,Torrente Rinassico
1,ADIG,stream,Torrente Rossia
1,ADIG,stream,Torrente San Valentino
1,ADIG,stream,Torrente Santa Maria Flavona
1,ADIG,stream,Torrente Silla
2,ADIG,stream,Torrente Sorna
3,ADIG,stream,Torrente Sporeggio
1,ADIG,stream,Torrente Tanara
3,ADIG,stream,Torrente Tasso
1,ADIG,stream,Torrente Torrazzo
1,ADIG,stream,Torrente Tramignola
2,ADIG,stream,Torrente Travignolo
1,ADIG,stream,Torrente Tresenica
1,ADIG,stream,Torrente Vela
6,ADIG,stream,Torrente Vermigliana
1,ADIG,stream,Trafoier Bach - Rio Trafoi
1,ADIG,stream,Trippbach - Rio Torbo
1,ADIG,stream,Tristenbach (Wurmtalbach) - Rio dei Covoni
1,ADIG,stream,Trudnerbach - Rio Trodena
1,ADIG,stream,Tschengelser Bach - Rio di Cengles
1,ADIG,stream,Überwassererbach - Rio Sopracqua
1,ADIG,stream,Unterer Bergbach - Rio Fossalunga
1,ADIG,stream,Ursprungbach
1,ADIG,stream,Vaio Cavazze
2,ADIG,stream,Vaio dei Falconi
1,ADIG,stream,Vaio Nouchetal di Sotto
1,ADIG,stream,Vaio Santi
1,ADIG,stream,Valle Cordiani
1,ADIG,stream,Valle del chiodo
1,ADIG,stream,Valle del Rupiaro
1,ADIG,stream,Valle Zalecche
1,ADIG,stream,Vallungbach - Rio Vallunga
1,ADIG,stream,Via Cerin
1,ADIG,stream,Vigilbach
1,ADIG,stream,Wegerbach - Rio Weger
1,ADIG,stream,Wegerbach (Santegger)
1,ADIG,stream,Weißenbach - Rio Bianco
5,ADIG,stream,Weissenbach - Rio Bianco
4,ADIG,stream,Welschnofner Bach - Rio Nova Levante
1,ADIG,stream,Winnebach - Rio Vena
1,ADIG,stream,Wollbach - Rio di Valle
1,ADIG,stream,Zanggenbach - Rio della Pala
1,ADIG,stream,Zaytalbach - Rio delle Valle Zai
1,ADIG,stream,Zerzerbach - Rio Serres
1,ADIG,stream,Zirmbach - Rio Cerin
1,ADIG,weir, 
18,ALKL,canal, 
4,ALKL,dam, 
2,ALKL,ditch, 
5,ALKL,drain, 
51,ALKL,river, 
3,ALKL,river,Богубай
9,ALKL,river,Егінсу
43,ALKL,river,Еміл
4,ALKL,river,Карабута
17,ALKL,river,Көктерек
1,ALKL,river,Кусак
1,ALKL,river,Кызыл Тентек
1,ALKL,river,Кызылтал
8,ALKL,river,р. Ай
2,ALKL,river,р. Карасу
3,ALKL,river,р.Кусак
1,ALKL,river,Сарымсакты
10,ALKL,river,Тастау
20,ALKL,river,Тентек
3,ALKL,river,Тентек (Tentek)
9,ALKL,river,Үржар
2,ALKL,river,Ырғайты
1,ALKL,river,乌拉斯台河
6,ALKL,river,喀拉也木勒河
1,ALKL,river,塔斯提河
1,ALKL,river,铁列克提河 تەرەكتى
3,ALKL,river,额敏河 - ئىمىن
13,ALKL,river,额敏河 ەمىل وزەنى
44,ALKL,stream, 
2,ALKL,stream,Eзынбулак
4,ALKL,stream,且格尔河
18,ALKL,stream,察罕托盖河
1,ALKL,weir, 
60,ALSK,river, 
128,ALSK,river,Alsek River
4,ALSK,river,Blanchard River
24,ALSK,river,Dezadeash River
4,ALSK,river,Dusty River
4,ALSK,river,Kaskawulsh River
3,ALSK,river,Kathleen River
1,ALSK,river,Michael Creek
5,ALSK,river,O'Connor River
6,ALSK,river,Plug Creek
2,ALSK,river,Quill Creek
6,ALSK,river,Split Creek
3,ALSK,river,Tats Creek
75,ALSK,river,Tatshenshini River
9,ALSK,river,Tkope River
8,ALSK,river,West Aishihik River
415,ALSK,stream, 
3,ALSK,stream,Aishihik River
1,ALSK,stream,Albert Creek
6,ALSK,stream,Alder Creek
3,ALSK,stream,Asumbo Creek
1,ALSK,stream,Bates River
2,ALSK,stream,Beachview Creek
1,ALSK,stream,Bear Creek
1,ALSK,stream,Big Mountain Creek
6,ALSK,stream,Bridge River
3,ALSK,stream,Clay Creek
4,ALSK,stream,Cottonwood Creek
2,ALSK,stream,Cracker Creek
1,ALSK,stream,Dune Creek
2,ALSK,stream,Emery Creek
2,ALSK,stream,Emile Creek
1,ALSK,stream,Felsite Creek
1,ALSK,stream,Ferguson Creek
2,ALSK,stream,Field Creek
1,ALSK,stream,Fourth of July Creek
4,ALSK,stream,Fraser Creek
2,ALSK,stream,Frederick Creek
1,ALSK,stream,Garnet Creek
2,ALSK,stream,Giltana Creek
3,ALSK,stream,Goat Creek
2,ALSK,stream,Granite Creek
2,ALSK,stream,Gribbles Gulch
2,ALSK,stream,Iron Creek
2,ALSK,stream,Isaac Creek
4,ALSK,stream,Jarvis River
1,ALSK,stream,Kluhini River
7,ALSK,stream,Klukshu River
4,ALSK,stream,Kudwat Creek
1,ALSK,stream,Lava Creek
4,ALSK,stream,Lister Creek
3,ALSK,stream,Low Fog Creek
1,ALSK,stream,Marl Creek
3,ALSK,stream,Marshall Creek
2,ALSK,stream,Moose Creek
1,ALSK,stream,Muncaster Creek
6,ALSK,stream,Mush Creek
1,ALSK,stream,Plug Creek
1,ALSK,stream,Raft Creek
1,ALSK,stream,Red Squirrel Creek
1,ALSK,stream,Ritchie Creek
2,ALSK,stream,Shaft Creek
2,ALSK,stream,Silver Creek
2,ALSK,stream,Split Creek
1,ALSK,stream,Squaw Creek
1,ALSK,stream,Super Cub Creek
1,ALSK,stream,Telluride Creek
2,ALSK,stream,Tlansanlin Creek
1,ALSK,stream,Tsusho Creek
3,ALSK,stream,Van Bibber Creek
1,ALSK,stream,Vand Creek
2,ALSK,stream,Wolverine Creek
54,AMUR,canal, 
1,AMUR,canal,三顶召分洪河
1,AMUR,canal,八一运河
1,AMUR,canal,前郭一总引干渠
1,AMUR,canal,南部引嫩总干渠
1,AMUR,canal,工农兵灌区干渠
1,AMUR,canal,幸福渠
1,AMUR,canal,引嫩入白输水总干渠
3,AMUR,canal,引嫩干渠
4,AMUR,canal,引松干渠
2,AMUR,canal,涝洲一级干渠
1,AMUR,canal,白沙滩灌区一分干渠
1,AMUR,canal,红旗渠
4,AMUR,canal,肇兰新河
22,AMUR,dam, 
1,AMUR,dam,哈达山大坝
1,AMUR,dam,白山大坝
44,AMUR,ditch, 
73,AMUR,drain, 
4,AMUR,drain,南引泄水干渠
1,AMUR,drain,灌溉渠
3,AMUR,fairway,форватер
1,AMUR,fairway,форватер по глубине
1842,AMUR,river, 
14,AMUR,river,Bahr Gol
5,AMUR,river,Galiin gol
6,AMUR,river,Gol
4,AMUR,river,heliu
8,AMUR,river,Jargalantiin gol
28,AMUR,river,Mörön Gol
15,AMUR,river,Tsenkheriin Gol
33,AMUR,river,Ulz gol
1,AMUR,river,Аблатуй
3,AMUR,river,Аван
32,AMUR,river,Ага
1,AMUR,river,Агдони
16,AMUR,river,Агита
25,AMUR,river,Агуца
10,AMUR,river,Адникан
1,AMUR,river,Акекан
9,AMUR,river,Акишма
3,AMUR,river,Акуя
17,AMUR,river,Акча
5,AMUR,river,Акша
3,AMUR,river,Алгач
1,AMUR,river,Алгачи
10,AMUR,river,Аленуй
1,AMUR,river,Алеун
1,AMUR,river,Алкаган
2,AMUR,river,Алкан
1,AMUR,river,Альдикон
85,AMUR,river,Амазар
220,AMUR,river,Амгунь
1,AMUR,river,Амунакта
162,AMUR,river,Амур
5,AMUR,river,АМУР
14,AMUR,river,Амурская протока
4,AMUR,river,Амуткачи
1,AMUR,river,Андреевская
75,AMUR,river,Анюй
2,AMUR,river,Аргунь
625,AMUR,river,Аргунь / 额尔古纳河
1,AMUR,river,Арсеньевка (Даубихе)
1,AMUR,river,Артык
55,AMUR,river,Архара
1,AMUR,river,Арчикой
13,AMUR,river,Ашинга
7,AMUR,river,Аякит
15,AMUR,river,Баджал
4,AMUR,river,Балж
17,AMUR,river,Балж гол
1,AMUR,river,Бараучан
2,AMUR,river,Барачная
2,AMUR,river,Бахта
1,AMUR,river,без названия
1,AMUR,river,Безымянка
1,AMUR,river,Безымянная
5,AMUR,river,Бекчи
2,AMUR,river,Белава
3,AMUR,river,Белачи
18,AMUR,river,Белая
2,AMUR,river,Белые Битки
26,AMUR,river,Белый Урюм
7,AMUR,river,Бельга
1,AMUR,river,Березняковая
3,AMUR,river,Березовая
2,AMUR,river,Березовый
4,AMUR,river,Беренжа
29,AMUR,river,Берея
5,AMUR,river,Бешеная
1,AMUR,river,Бешеная протока
52,AMUR,river,Биджан
1,AMUR,river,Бикачан
108,AMUR,river,Бикин
2,AMUR,river,Биликан
1,AMUR,river,Бильярд
5,AMUR,river,Бимиль
64,AMUR,river,Бира
3,AMUR,river,Биракан
1,AMUR,river,Биракан-Макит
2,AMUR,river,Бирачика
4,AMUR,river,Бирма
9,AMUR,river,Бирушка
5,AMUR,river,Битки
63,AMUR,river,Бичи
5,AMUR,river,Богдичи
15,AMUR,river,Боктор
2,AMUR,river,Бол. Аркип
8,AMUR,river,Бол. Дарга
11,AMUR,river,Бол. Джелюмкен
1,AMUR,river,Бол. Золотой Ключ
3,AMUR,river,Бол. Куркальту
3,AMUR,river,Бол. Осмал
10,AMUR,river,Болин
3,AMUR,river,Болотистая
2,AMUR,river,Болотная
1,AMUR,river,Большая
5,AMUR,river,Большая Аимка
2,AMUR,river,Большая Ангека
7,AMUR,river,Большая Бушунга
1,AMUR,river,Большая Далекая
1,AMUR,river,Большая Ерничная
1,AMUR,river,Большая Жипкоша
3,AMUR,river,Большая Кадинская
3,AMUR,river,Большая Каменушка
8,AMUR,river,Большая Могоча
1,AMUR,river,большая Нерки
20,AMUR,river,Большая Пёра
2,AMUR,river,Большая Права
4,AMUR,river,Большая Силасу
2,AMUR,river,Большая Табо
55,AMUR,river,Большая Уссурка
20,AMUR,river,Большая Уссурка (Иман)
7,AMUR,river,Большая Хурба
13,AMUR,river,Большая Чичатка
6,AMUR,river,Большая Эльга
3,AMUR,river,Большие Ковали
2,AMUR,river,Большие Кучи
2,AMUR,river,Большие Сололи
5,AMUR,river,Большой Амазар
7,AMUR,river,Большой Аникан
3,AMUR,river,Большой Бияк
4,AMUR,river,Большой Вузих
3,AMUR,river,Большой Гайтер
1,AMUR,river,Большой Дарун
18,AMUR,river,Большой Джелтулак
5,AMUR,river,Большой Джилимкур
33,AMUR,river,Большой Ин
1,AMUR,river,Большой Кандалик
2,AMUR,river,Большой Картель
5,AMUR,river,Большой Кенгурак
1,AMUR,river,Большой Куркал
5,AMUR,river,Большой Курын
10,AMUR,river,Большой Лимурчан
6,AMUR,river,Большой Мадалан
2,AMUR,river,Большой Мырчан
36,AMUR,river,Большой Невер
3,AMUR,river,Большой Никита
2,AMUR,river,Большой Нимогин
55,AMUR,river,Большой Ольдой
8,AMUR,river,Большой Таймень
1,AMUR,river,Большой Умыкэй
7,AMUR,river,Большой Уркан
7,AMUR,river,Большой Цугал
6,AMUR,river,Болюну
42,AMUR,river,Борзя
3,AMUR,river,Борхи
5,AMUR,river,Бочин
5,AMUR,river,Буго
1,AMUR,river,Будукан
3,AMUR,river,Будуканка
30,AMUR,river,Будюмкан
1,AMUR,river,Букукун
2,AMUR,river,Бульдако
6,AMUR,river,Буня
2,AMUR,river,Бура
1,AMUR,river,Буральги
1,AMUR,river,Бургали
2,AMUR,river,Буреинская Рассошина
192,AMUR,river,Бурея
4,AMUR,river,Буринда
6,AMUR,river,Буркали
1,AMUR,river,Бурук
1,AMUR,river,Бухточи
2,AMUR,river,Быкова
26,AMUR,river,Былыра
4,AMUR,river,Бырка
3,AMUR,river,Быстрая
1,AMUR,river,Бытэв
3,AMUR,river,Вахтар
3,AMUR,river,Вели
3,AMUR,river,Венцелевская
6,AMUR,river,Вертопрашиха
3,AMUR,river,Верх. Самармаки
1,AMUR,river,Верхнее Олонгро
1,AMUR,river,Верхний Бульгин
2,AMUR,river,Верхний Вузих
7,AMUR,river,Верхний Газимур
22,AMUR,river,Верхний Мельгин
1,AMUR,river,Верхняя Бальза
1,AMUR,river,Верхняя Биранджа
41,AMUR,river,Верхняя Борзя
11,AMUR,river,Верхняя Удоми
1,AMUR,river,Викур
1,AMUR,river,Владимировка
2,AMUR,river,Волгуша
1,AMUR,river,Воли
3,AMUR,river,Вторая речка
1,AMUR,river,Вьюн
161,AMUR,river,Газимур
6,AMUR,river,Гайчан
4,AMUR,river,Галичная
5,AMUR,river,Гаодага
2,AMUR,river,Гарби
1,AMUR,river,Гащенка
10,AMUR,river,Гербелик
6,AMUR,river,Герби
7,AMUR,river,Гидари
5,AMUR,river,Гидаринский Зерентуй
2,AMUR,river,Гили
3,AMUR,river,Гильчин
134,AMUR,river,Гилюй
1,AMUR,river,Гиптяна
1,AMUR,river,Глубокая
19,AMUR,river,Гобили
4,AMUR,river,Головинская протока
14,AMUR,river,Голубая
88,AMUR,river,Горин
4,AMUR,river,Горная
2,AMUR,river,Горчаки
5,AMUR,river,Граматуха
1,AMUR,river,Грязная
1,AMUR,river,Грязнушка
7,AMUR,river,Гулик
4,AMUR,river,Гуньгунджа
112,AMUR,river,Гур
9,AMUR,river,Гуран
4,AMUR,river,Даппы
21,AMUR,river,Дарга (Большая Дарги)
1,AMUR,river,Дая
4,AMUR,river,Девятка
36,AMUR,river,Деп
1,AMUR,river,Деты
19,AMUR,river,Джапи
2,AMUR,river,Джапиджак
16,AMUR,river,Джатка
17,AMUR,river,Джаур
3,AMUR,river,Джельмен
1,AMUR,river,Джеронь
4,AMUR,river,Джиакунь
6,AMUR,river,Джук
1,AMUR,river,Дидо
14,AMUR,river,Дикан
1,AMUR,river,Диктанга
13,AMUR,river,Дирга
9,AMUR,river,Добрая
1,AMUR,river,Домикан
2,AMUR,river,Донинская Борзя
2,AMUR,river,Дубликан
25,AMUR,river,Дуки
1,AMUR,river,Дульдурга
3,AMUR,river,Дунчика
12,AMUR,river,Дурмин
3,AMUR,river,Дчигдони
4,AMUR,river,Дяппе
1,AMUR,river,Елань
6,AMUR,river,Ельза
1,AMUR,river,Ельничный ключ
3,AMUR,river,Ема
3,AMUR,river,Есенга
5,AMUR,river,Желтуга
7,AMUR,river,Жиргода
8,AMUR,river,Забеловка
61,AMUR,river,Завитая
1,AMUR,river,зал. Нанайский
1,AMUR,river,Залгатуй
1,AMUR,river,Залив Бони
1,AMUR,river,залив Казановский
1,AMUR,river,Зарамил
3,AMUR,river,Зерен
267,AMUR,river,Зея
4,AMUR,river,Зимовичи
6,AMUR,river,Змейка
15,AMUR,river,Зола
1,AMUR,river,Золотой Ключ
6,AMUR,river,Зүүн салаа гол
1,AMUR,river,Зыряк
29,AMUR,river,Ивановка
3,AMUR,river,Извилистый
5,AMUR,river,Икура
6,AMUR,river,Ильдикан
31,AMUR,river,Иля
22,AMUR,river,Им
9,AMUR,river,Ималка
